-0.801,0.598664347,-0.143072913,-0.989712151
-0.802,0.597324033,-0.144727764,-0.989471513
-0.803,0.595979026,-0.146385934,-0.989227556
-0.804,0.594629296,-0.148047444,-0.98898026
-0.805,0.59327481,-0.149712318,-0.9887296
-0.806,0.591915535,-0.151380577,-0.988475554
-0.807,0.590551437,-0.153052247,-0.988218098
-0.808,0.589182484,-0.154727349,-0.987957209
-0.809,0.587808642,-0.156405909,-0.987692863
-0.81,0.586429876,-0.15808795,-0.987425035
-0.811,0.585046152,-0.159773498,-0.987153701
-0.812,0.583657434,-0.161462577,-0.986878836
-0.813,0.582263686,-0.163155212,-0.986600414
-0.814,0.580864872,-0.16485143,-0.98631841
-0.815,0.579460956,-0.166551255,-0.986032798
-0.816,0.578051901,-0.168254715,-0.985743552
-0.817,0.576637668,-0.169961835,-0.985450645
-0.818,0.575218219,-0.171672643,-0.985154051
-0.819,0.573793517,-0.173387167,-0.984853741
-0.82,0.572363521,-0.175105434,-0.984549687
-0.821,0.570928192,-0.176827471,-0.984241863
-0.822,0.569487489,-0.178553309,-0.983930239
-0.823,0.568041372,-0.180282975,-0.983614787
-0.824,0.566589799,-0.182016499,-0.983295477
-0.825,0.565132728,-0.18375391,-0.982972279
-0.826,0.563670116,-0.18549524,-0.982645163
-0.827,0.562201921,-0.187240517,-0.982314099
-0.828,0.560728098,-0.188989774,-0.981979055
-0.829,0.559248603,-0.190743042,-0.981640001
-0.83,0.557763391,-0.192500353,-0.981296904
-0.831,0.556272415,-0.194261738,-0.980949732
-0.832,0.55477563,-0.196027232,-0.980598452
-0.833,0.553272989,-0.197796867,-0.980243031
-0.834,0.551764442,-0.199570677,-0.979883434
-0.835,0.550249943,-0.201348696,-0.979519628
-0.836,0.548729442,-0.20313096,-0.979151578
-0.837,0.547202887,-0.204917503,-0.978779248
-0.838,0.54567023,-0.206708363,-0.978402603
-0.839,0.544131418,-0.208503574,-0.978021605
-0.84,0.542586399,-0.210303174,-0.977636218
-0.841,0.541035119,-0.212107201,-0.977246404
-0.842,0.539477525,-0.213915694,-0.976852126
-0.843,0.537913562,-0.215728689,-0.976453344
-0.844,0.536343174,-0.217546228,-0.976050019
-0.845,0.534766304,-0.21936835,-0.97564211
-0.846,0.533182895,-0.221195096,-0.975229578
-0.847,0.531592889,-0.223026507,-0.974812381
-0.848,0.529996226,-0.224862625,-0.974390476
-0.849,0.528392846,-0.226703492,-0.973963822
-0.85,0.526782688,-0.228549153,-0.973532375
-0.851,0.525165688,-0.230399651,-0.97309609
-0.852,0.523541784,-0.232255032,-0.972654924
-0.853,0.521910912,-0.234115339,-0.972208829
-0.854,0.520273005,-0.235980621,-0.971757761
-0.855,0.518627998,-0.237850924,-0.971301672
-0.856,0.516975821,-0.239726296,-0.970840514
-0.857,0.515316408,-0.241606785,-0.970374238
-0.858,0.513649686,-0.243492442,-0.969902794
-0.859,0.511975585,-0.245383317,-0.969426133
-0.86,0.510294033,-0.247279461,-0.968944203
-0.861,0.508604955,-0.249180926,-0.968456951
-0.862,0.506908276,-0.251087766,-0.967964325
-0.863,0.505203919,-0.253000035,-0.967466269
-0.864,0.503491807,-0.254917788,-0.96696273
-0.865,0.501771861,-0.256841081,-0.966453651
-0.866,0.500043998,-0.258769971,-0.965938974
-0.867,0.498308138,-0.260704516,-0.965418643
-0.868,0.496564195,-0.262644776,-0.964892596
-0.869,0.494812086,-0.264590812,-0.964360774
-0.87,0.493051721,-0.266542684,-0.963823115
-0.871,0.491283014,-0.268500456,-0.963279557
-0.872,0.489505873,-0.270464191,-0.962730036
-0.873,0.487720207,-0.272433955,-0.962174485
-0.874,0.48592592,-0.274409813,-0.96161284
-0.875,0.484122918,-0.276391835,-0.961045032
-0.876,0.482311103,-0.278380089,-0.960470992
-0.877,0.480490375,-0.280374645,-0.959890649
-0.878,0.478660631,-0.282375576,-0.959303932
-0.879,0.47682177,-0.284382954,-0.958710767
-0.88,0.474973683,-0.286396855,-0.95811108
-0.881,0.473116265,-0.288417355,-0.957504793
-0.882,0.471249403,-0.290444532,-0.95689183
-0.883,0.469372986,-0.292478466,-0.956272109
-0.884,0.467486898,-0.294519239,-0.95564555
-0.885,0.465591022,-0.296566932,-0.95501207
-0.886,0.463685238,-0.298621632,-0.954371584
-0.887,0.461769423,-0.300683425,-0.953724005
-0.888,0.459843452,-0.302752399,-0.953069245
-0.889,0.457907196,-0.304828645,-0.952407212
-0.89,0.455960525,-0.306912256,-0.951737814
-0.891,0.454003304,-0.309003327,-0.951060957
-0.892,0.452035397,-0.311101954,-0.950376543
-0.893,0.450056663,-0.313208237,-0.949684474
-0.894,0.448066959,-0.315322277,-0.948984648
-0.895,0.446066139,-0.317444178,-0.948276961
-0.896,0.444054051,-0.319574045,-0.947561306
-0.897,0.442030542,-0.321711989,-0.946837576
-0.898,0.439995455,-0.32385812,-0.946105659
-0.899,0.437948627,-0.326012552,-0.94536544
-0.9,0.435889894,-0.328175403,-0.944616803
-0.901,0.433819087,-0.330346792,-0.943859628
-0.902,0.43173603,-0.332526842,-0.943093791
-0.903,0.429640547,-0.334715679,-0.942319168
-0.904,0.427532455,-0.336913432,-0.941535628
-0.905,0.425411565,-0.339120234,-0.94074304
-0.906,0.423277687,-0.341336221,-0.939941266
-0.907,0.421130621,-0.343561533,-0.939130168
-0.908,0.418970166,-0.345796312,-0.938309603
-0.909,0.416796113,-0.348040706,-0.937479422
-0.91,0.414608249,-0.350294867,-0.936639475
-0.911,0.412406353,-0.352558949,-0.935789606
-0.912,0.4101902,-0.354833113,-0.934929656
-0.913,0.407959557,-0.357117522,-0.93405946
-0.914,0.405714185,-0.359412346,-0.93317885
-0.915,0.403453839,-0.36171776,-0.93228765
-0.916,0.401178265,-0.36403394,-0.931385683
-0.917,0.398887202,-0.366361073,-0.930472764
-0.918,0.396580383,-0.368699347,-0.929548703
-0.919,0.39425753,-0.371048959,-0.928613305
-0.92,0.391918359,-0.373410109,-0.927666368
-0.921,0.389562575,-0.375783007,-0.926707684
-0.922,0.387189876,-0.378167865,-0.925737039
-0.923,0.384799948,-0.380564906,-0.924754212
-0.924,0.382392469,-0.382974358,-0.923758973
-0.925,0.379967104,-0.385396457,-0.922751088
-0.926,0.377523509,-0.387831446,-0.921730313
-0.927,0.375061328,-0.390279578,-0.920696395
-0.928,0.372580193,-0.392741112,-0.919649074
-0.929,0.370079721,-0.395216319,-0.91858808
-0.93,0.367559519,-0.397705478,-0.917513135
-0.931,0.365019178,-0.400208878,-0.916423949
-0.932,0.362458273,-0.402726817,-0.915320223
-0.933,0.359876368,-0.405259607,-0.914201647
-0.934,0.357273005,-0.407807569,-0.913067898
-0.935,0.354647713,-0.410371038,-0.911918643
-0.936,0.352,-0.41295036,-0.910753534
-0.937,0.349329357,-0.415545896,-0.909572212
-0.938,0.346635255,-0.418158021,-0.9083743
-0.939,0.343917141,-0.420787125,-0.90715941
-0.94,0.341174442,-0.423433613,-0.905927136
-0.941,0.33840656,-0.426097908,-0.904677055
-0.942,0.335612872,-0.42878045,-0.903408726
-0.943,0.332792728,-0.4314817,-0.90212169
-0.944,0.32994545,-0.434202136,-0.900815467
-0.945,0.327070329,-0.436942261,-0.899489556
-0.946,0.324166624,-0.439702597,-0.898143433
-0.947,0.32123356,-0.442483693,-0.89677655
-0.948,0.318270325,-0.445286123,-0.895388334
-0.949,0.31527607,-0.448110489,-0.893978182
-0.95,0.3122499,-0.45095742,-0.892545464
-0.951,0.30919088,-0.453827581,-0.891089517
-0.952,0.306098024,-0.456721668,-0.889609644
-0.953,0.302970296,-0.459640412,-0.888105113
-0.954,0.299806604,-0.462584586,-0.886575152
-0.955,0.296605799,-0.465555004,-0.885018948
-0.956,0.293366665,-0.468552525,-0.883435641
-0.957,0.290087918,-0.471578056,-0.881824323
-0.958,0.286768199,-0.474632558,-0.880184035
-0.959,0.283406069,-0.47771705,-0.878513756
-0.96,0.28,-0.480832611,-0.876812409
-0.961,0.276548368,-0.48398039,-0.875078843
-0.962,0.273049446,-0.487161609,-0.873311838
-0.963,0.269501391,-0.490377569,-0.871510092
-0.964,0.265902238,-0.493629662,-0.869672212
-0.965,0.262249881,-0.496919375,-0.867796713
-0.966,0.258542066,-0.500248302,-0.865881999
-0.967,0.254776373,-0.503618157,-0.863926358
-0.968,0.250950194,-0.50703078,-0.861927948
-0.969,0.247060721,-0.51048816,-0.859884782
-0.97,0.243104916,-0.513992443,-0.857794712
-0.971,0.239079485,-0.51754596,-0.855655409
-0.972,0.23498085,-0.521151239,-0.853464344
-0.973,0.230805113,-0.524811038,-0.851218758
-0.974,0.226548008,-0.528528372,-0.848915638
-0.975,0.22220486,-0.532306548,-0.846551675
-0.976,0.217770521,-0.536149206,-0.844123231
-0.977,0.213239302,-0.540060369,-0.841626282
-0.978,0.20860489,-0.5440445,-0.839056364
-0.979,0.203860246,-0.548106576,-0.836408501
-0.98,0.198997487,-0.552252173,-0.833677118
-0.981,0.194007732,-0.55648757,-0.830855935
-0.982,0.188880915,-0.560819883,-0.827937835
-0.983,0.183605555,-0.565257233,-0.824914699
-0.984,0.17816846,-0.569808947,-0.821777199
-0.985,0.172554339,-0.574485836,-0.818514523
-0.986,0.166745315,-0.579300543,-0.815114029
-0.987,0.160720254,-0.584268012,-0.811560774
-0.988,0.154453877,-0.589406116,-0.807836883
-0.989,0.147915516,-0.594736542,-0.803920671
-0.99,0.14106736,-0.600286027,-0.7997854
-0.991,0.133861869,-0.606088185,-0.795397456
-0.992,0.126237871,-0.612186273,-0.790713581
-0.993,0.118114351,-0.618637575,-0.785676493
-0.994,0.109380071,-0.62552075,-0.780207531
-0.995,0.099874922,-0.632949013,-0.774193482
-0.996,0.089353232,-0.641096078,-0.76746063
-0.997,0.07740155,-0.6502543,-0.759716622
-0.998,0.063213923,-0.660993574,-0.750391561
-0.999,0.044710178,-0.674784804,-0.738014544
-1,0,-0.707106781,-0.707106781
